fecha,territorio,combustible,minimo,medio,maximo,estaciones
2026-06-20,Gipuzkoa,g98,1.479,1.654,1.726,77
2026-06-20,Gipuzkoa,diesel,1.379,1.56,1.699,145
2026-06-20,Gipuzkoa,dieselPlus,1.448,1.646,1.789,80
2026-06-20,Navarra,g95,1.227,1.447,1.632,214
2026-06-20,Navarra,diesel,1.265,1.486,1.769,238
2026-06-20,Navarra,dieselPlus,1.344,1.598,1.849,98
2026-06-20,Navarra,g98,1.439,1.629,1.994,62
2026-06-20,Bizkaia,g95,1.249,1.472,1.619,126
2026-06-20,Bizkaia,g98,1.443,1.646,1.769,68
2026-06-20,Bizkaia,diesel,1.319,1.552,1.699,127
2026-06-20,Bizkaia,dieselPlus,1.369,1.605,1.819,46
2026-06-21,Araba,g95,1.336,1.486,1.619,68
2026-06-21,Araba,diesel,1.337,1.542,1.719,72
2026-06-21,Araba,dieselPlus,1.399,1.636,1.819,36
2026-06-21,Araba,g98,1.499,1.633,1.759,38
2026-06-21,Gipuzkoa,g95,1.277,1.478,1.599,131
2026-06-21,Gipuzkoa,g98,1.479,1.654,1.726,77
2026-06-21,Gipuzkoa,diesel,1.379,1.559,1.699,145
2026-06-21,Gipuzkoa,dieselPlus,1.448,1.646,1.789,80
2026-06-21,Navarra,g95,1.227,1.448,1.632,215
2026-06-21,Navarra,diesel,1.265,1.485,1.769,239
2026-06-21,Navarra,dieselPlus,1.344,1.597,1.849,98
2026-06-21,Navarra,g98,1.439,1.63,1.994,62
2026-06-21,Bizkaia,g95,1.249,1.473,1.619,126
2026-06-21,Bizkaia,g98,1.443,1.647,1.769,68
2026-06-21,Bizkaia,diesel,1.319,1.553,1.699,127
2026-06-21,Bizkaia,dieselPlus,1.369,1.606,1.819,46
2026-06-22,Araba,g95,1.336,1.484,1.619,68
2026-06-22,Araba,diesel,1.339,1.54,1.719,72
2026-06-22,Araba,dieselPlus,1.399,1.635,1.819,36
2026-06-22,Araba,g98,1.499,1.633,1.759,38
2026-06-22,Gipuzkoa,g95,1.277,1.476,1.589,131
2026-06-22,Gipuzkoa,g98,1.479,1.651,1.726,77
2026-06-22,Gipuzkoa,diesel,1.369,1.554,1.689,145
2026-06-22,Gipuzkoa,dieselPlus,1.439,1.642,1.769,80
2026-06-22,Navarra,g95,1.205,1.439,1.632,218
2026-06-22,Navarra,diesel,1.235,1.475,1.769,242
2026-06-22,Navarra,dieselPlus,1.344,1.592,1.849,99
2026-06-22,Navarra,g98,1.439,1.627,1.994,62
2026-06-22,Bizkaia,g95,1.249,1.47,1.599,126
2026-06-22,Bizkaia,g98,1.443,1.645,1.769,68
2026-06-22,Bizkaia,diesel,1.299,1.55,1.689,128
2026-06-22,Bizkaia,dieselPlus,1.369,1.601,1.819,46
2026-06-23,Araba,g95,1.246,1.482,1.619,68
2026-06-23,Araba,diesel,1.339,1.534,1.719,72
2026-06-23,Araba,dieselPlus,1.399,1.629,1.819,36
2026-06-23,Araba,g98,1.499,1.635,1.759,38
2026-06-23,Gipuzkoa,g95,1.277,1.472,1.569,131
2026-06-23,Gipuzkoa,g98,1.479,1.648,1.726,77
2026-06-23,Gipuzkoa,diesel,1.359,1.549,1.689,145
2026-06-23,Gipuzkoa,dieselPlus,1.394,1.636,1.769,80
2026-06-23,Navarra,g95,1.205,1.435,1.629,219
2026-06-23,Navarra,diesel,1.235,1.466,1.769,243
2026-06-23,Navarra,dieselPlus,1.358,1.589,1.849,100
2026-06-23,Navarra,g98,1.439,1.625,1.994,63
2026-06-23,Bizkaia,g95,1.249,1.467,1.599,126
2026-06-23,Bizkaia,g98,1.443,1.644,1.769,68
2026-06-23,Bizkaia,diesel,1.299,1.544,1.689,128
2026-06-23,Bizkaia,dieselPlus,1.369,1.597,1.819,46
2026-06-24,Araba,g95,1.266,1.476,1.619,68
2026-06-24,Araba,diesel,1.335,1.53,1.719,72
2026-06-24,Araba,dieselPlus,1.399,1.624,1.819,36
2026-06-24,Araba,g98,1.499,1.629,1.759,38
2026-06-24,Gipuzkoa,g95,1.267,1.467,1.569,131
2026-06-24,Gipuzkoa,g98,1.479,1.643,1.726,77
2026-06-24,Gipuzkoa,diesel,1.339,1.542,1.689,145
2026-06-24,Gipuzkoa,dieselPlus,1.394,1.628,1.769,80
2026-06-24,Navarra,g95,1.205,1.43,1.589,219
2026-06-24,Navarra,diesel,1.235,1.46,1.766,243
2026-06-24,Navarra,dieselPlus,1.339,1.582,1.849,99
2026-06-24,Navarra,g98,1.439,1.621,1.994,63
2026-06-24,Bizkaia,g95,1.246,1.461,1.599,126
2026-06-24,Bizkaia,g98,1.443,1.638,1.769,68
2026-06-24,Bizkaia,diesel,1.299,1.535,1.66,128
2026-06-24,Bizkaia,dieselPlus,1.369,1.595,1.819,44
2026-06-25,Araba,g95,1.319,1.472,1.619,68
2026-06-25,Araba,diesel,1.319,1.526,1.719,72
2026-06-25,Araba,dieselPlus,1.399,1.616,1.819,36
2026-06-25,Araba,g98,1.469,1.623,1.759,38
2026-06-25,Gipuzkoa,g95,1.257,1.464,1.569,131
2026-06-25,Gipuzkoa,g98,1.479,1.641,1.726,77
2026-06-25,Gipuzkoa,diesel,1.339,1.538,1.689,145
2026-06-25,Gipuzkoa,dieselPlus,1.394,1.624,1.769,80
2026-06-25,Navarra,g95,1.205,1.43,1.589,219
2026-06-25,Navarra,diesel,1.225,1.458,1.766,243
2026-06-25,Navarra,dieselPlus,1.339,1.578,1.849,100
2026-06-25,Navarra,g98,1.439,1.62,1.994,63
2026-06-25,Bizkaia,g95,1.245,1.459,1.599,124
2026-06-25,Bizkaia,g98,1.445,1.633,1.769,68
2026-06-25,Bizkaia,diesel,1.299,1.529,1.66,128
2026-06-25,Bizkaia,dieselPlus,1.359,1.582,1.819,46
2026-06-26,Araba,g95,1.319,1.472,1.619,68
2026-06-26,Araba,diesel,1.319,1.524,1.719,72
2026-06-26,Araba,dieselPlus,1.399,1.616,1.819,36
2026-06-26,Araba,g98,1.469,1.626,1.759,38
2026-06-26,Gipuzkoa,g95,1.247,1.46,1.559,131
2026-06-26,Gipuzkoa,g98,1.479,1.643,1.726,77
2026-06-26,Gipuzkoa,diesel,1.339,1.533,1.689,145
2026-06-26,Gipuzkoa,dieselPlus,1.394,1.622,1.76,80
2026-06-26,Navarra,g95,1.199,1.428,1.589,220
2026-06-26,Navarra,diesel,1.225,1.454,1.766,244
2026-06-26,Navarra,dieselPlus,1.339,1.576,1.739,100
2026-06-26,Navarra,g98,1.439,1.623,1.994,63
2026-06-26,Bizkaia,g95,1.246,1.457,1.579,126
2026-06-26,Bizkaia,g98,1.445,1.638,1.769,68
2026-06-26,Bizkaia,diesel,1.299,1.527,1.66,128
2026-06-26,Bizkaia,dieselPlus,1.359,1.581,1.819,46
2026-06-27,Araba,g95,1.319,1.472,1.619,68
2026-06-27,Araba,diesel,1.319,1.524,1.719,72
2026-06-27,Araba,dieselPlus,1.399,1.615,1.819,36
2026-06-27,Araba,g98,1.469,1.622,1.759,38
2026-06-27,Gipuzkoa,g95,1.237,1.458,1.559,131
2026-06-27,Gipuzkoa,g98,1.479,1.64,1.726,77
2026-06-27,Gipuzkoa,diesel,1.339,1.529,1.689,145
2026-06-27,Gipuzkoa,dieselPlus,1.394,1.618,1.76,80
2026-06-27,Navarra,g95,1.199,1.428,1.579,220
2026-06-27,Navarra,diesel,1.225,1.455,1.766,244
2026-06-27,Navarra,dieselPlus,1.339,1.573,1.739,100
2026-06-27,Navarra,g98,1.465,1.619,1.994,63
2026-06-27,Bizkaia,g95,1.246,1.457,1.579,126
2026-06-27,Bizkaia,g98,1.445,1.633,1.769,68
2026-06-27,Bizkaia,diesel,1.299,1.523,1.66,128
2026-06-27,Bizkaia,dieselPlus,1.359,1.582,1.819,46
2026-06-28,Araba,g95,1.319,1.471,1.619,68
2026-06-28,Araba,diesel,1.319,1.52,1.719,72
2026-06-28,Araba,dieselPlus,1.399,1.613,1.819,36
2026-06-28,Araba,g98,1.469,1.621,1.759,38
2026-06-28,Gipuzkoa,g95,1.209,1.456,1.559,131
2026-06-28,Gipuzkoa,g98,1.479,1.64,1.726,77
2026-06-28,Gipuzkoa,diesel,1.299,1.53,1.689,145
2026-06-28,Gipuzkoa,dieselPlus,1.394,1.62,1.76,80
2026-06-28,Navarra,g95,1.199,1.427,1.579,220
2026-06-28,Navarra,diesel,1.225,1.455,1.766,244
2026-06-28,Navarra,dieselPlus,1.339,1.572,1.739,100
2026-06-28,Navarra,g98,1.465,1.618,1.994,63
2026-06-28,Bizkaia,g95,1.246,1.458,1.579,126
2026-06-28,Bizkaia,g98,1.445,1.633,1.769,68
2026-06-28,Bizkaia,diesel,1.299,1.518,1.66,128
2026-06-28,Bizkaia,dieselPlus,1.359,1.581,1.819,46
2026-06-29,Araba,g95,1.319,1.469,1.619,68
2026-06-29,Araba,diesel,1.319,1.52,1.719,72
2026-06-29,Araba,dieselPlus,1.399,1.612,1.819,36
2026-06-29,Araba,g98,1.469,1.621,1.759,38
2026-06-29,Gipuzkoa,g95,1.149,1.453,1.559,131
2026-06-29,Gipuzkoa,g98,1.479,1.639,1.726,77
2026-06-29,Gipuzkoa,diesel,1.239,1.526,1.689,145
2026-06-29,Gipuzkoa,dieselPlus,1.354,1.617,1.729,80
2026-06-29,Navarra,g95,1.199,1.428,1.569,220
2026-06-29,Navarra,diesel,1.225,1.455,1.766,244
2026-06-29,Navarra,dieselPlus,1.339,1.57,1.739,100
2026-06-29,Navarra,g98,1.399,1.617,1.994,63
2026-06-29,Bizkaia,g95,1.246,1.457,1.579,126
2026-06-29,Bizkaia,g98,1.445,1.632,1.769,68
2026-06-29,Bizkaia,diesel,1.299,1.516,1.629,128
2026-06-29,Bizkaia,dieselPlus,1.359,1.578,1.819,46
2026-06-30,Araba,g95,1.319,1.471,1.619,68
2026-06-30,Araba,diesel,1.319,1.527,1.719,72
2026-06-30,Araba,dieselPlus,1.399,1.615,1.819,36
2026-06-30,Araba,g98,1.469,1.623,1.759,38
2026-06-30,Gipuzkoa,g95,1.189,1.454,1.617,131
2026-06-30,Gipuzkoa,g98,1.479,1.646,1.779,77
2026-06-30,Gipuzkoa,diesel,1.239,1.524,1.689,145
2026-06-30,Gipuzkoa,dieselPlus,1.354,1.618,1.747,80
2026-06-30,Navarra,g95,1.199,1.431,1.639,220
2026-06-30,Navarra,diesel,1.225,1.458,1.766,244
2026-06-30,Navarra,dieselPlus,1.339,1.574,1.799,100
2026-06-30,Navarra,g98,1.399,1.623,1.994,63
2026-06-30,Bizkaia,g95,1.246,1.46,1.649,126
2026-06-30,Bizkaia,g98,1.445,1.641,1.769,68
2026-06-30,Bizkaia,diesel,1.299,1.524,1.699,128
2026-06-30,Bizkaia,dieselPlus,1.319,1.58,1.819,46
2026-07-01,Araba,g95,1.349,1.557,1.749,67
2026-07-01,Araba,diesel,1.339,1.564,1.759,71
2026-07-01,Araba,dieselPlus,1.399,1.649,1.78,35
2026-07-01,Araba,g98,1.499,1.745,1.852,37
2026-07-01,Gipuzkoa,g95,1.227,1.552,1.699,131
2026-07-01,Gipuzkoa,g98,1.589,1.784,1.869,77
2026-07-01,Gipuzkoa,diesel,1.289,1.569,1.789,145
2026-07-01,Gipuzkoa,dieselPlus,1.409,1.665,1.899,80
2026-07-01,Navarra,g95,1.199,1.521,1.719,215
2026-07-01,Navarra,diesel,1.271,1.52,1.766,239
2026-07-01,Navarra,dieselPlus,1.339,1.627,1.799,95
2026-07-01,Navarra,g98,1.499,1.746,1.994,63
2026-07-01,Bizkaia,g95,1.295,1.551,1.749,126
2026-07-01,Bizkaia,g98,1.569,1.778,1.869,68
2026-07-01,Bizkaia,diesel,1.329,1.568,1.699,128
2026-07-01,Bizkaia,dieselPlus,1.372,1.61,1.789,46
2026-07-02,Araba,g95,1.388,1.565,1.749,67
2026-07-02,Araba,diesel,1.389,1.567,1.759,71
2026-07-02,Araba,dieselPlus,1.459,1.656,1.78,35
2026-07-02,Araba,g98,1.569,1.725,1.849,37
2026-07-02,Gipuzkoa,g95,1.317,1.558,1.699,131
2026-07-02,Gipuzkoa,g98,1.569,1.761,1.869,77
2026-07-02,Gipuzkoa,diesel,1.389,1.572,1.729,145
2026-07-02,Gipuzkoa,dieselPlus,1.409,1.664,1.769,80
2026-07-02,Navarra,g95,1.299,1.531,1.719,216
2026-07-02,Navarra,diesel,1.295,1.524,1.766,240
2026-07-02,Navarra,dieselPlus,1.349,1.623,1.799,97
2026-07-02,Navarra,g98,1.499,1.734,1.994,63
2026-07-02,Bizkaia,g95,1.399,1.565,1.749,125
2026-07-02,Bizkaia,g98,1.569,1.754,1.849,68
2026-07-02,Bizkaia,diesel,1.404,1.572,1.699,128
2026-07-02,Bizkaia,dieselPlus,1.439,1.628,1.789,46
2026-07-03,Araba,g95,1.388,1.565,1.749,67
2026-07-03,Araba,diesel,1.39,1.566,1.759,71
2026-07-03,Araba,dieselPlus,1.459,1.656,1.78,35
2026-07-03,Araba,g98,1.569,1.731,1.849,37
2026-07-03,Gipuzkoa,g95,1.317,1.559,1.699,131
2026-07-03,Gipuzkoa,g98,1.569,1.764,1.869,77
2026-07-03,Gipuzkoa,diesel,1.389,1.572,1.729,145
2026-07-03,Gipuzkoa,dieselPlus,1.409,1.666,1.799,80
2026-07-03,Navarra,g95,1.305,1.531,1.719,216
2026-07-03,Navarra,diesel,1.295,1.522,1.766,240
2026-07-03,Navarra,dieselPlus,1.399,1.627,1.799,96
2026-07-03,Navarra,g98,1.499,1.741,1.994,63
2026-07-03,Bizkaia,g95,1.389,1.56,1.749,126
2026-07-03,Bizkaia,g98,1.569,1.757,1.849,68
2026-07-03,Bizkaia,diesel,1.389,1.567,1.699,128
2026-07-03,Bizkaia,dieselPlus,1.429,1.623,1.789,45
2026-07-04,Araba,g95,1.388,1.566,1.749,68
2026-07-04,Araba,diesel,1.39,1.565,1.759,72
2026-07-04,Araba,dieselPlus,1.459,1.657,1.799,36
2026-07-04,Araba,g98,1.569,1.731,1.939,38
2026-07-04,Gipuzkoa,g95,1.317,1.557,1.699,131
2026-07-04,Gipuzkoa,g98,1.569,1.757,1.849,77
2026-07-04,Gipuzkoa,diesel,1.389,1.568,1.729,145
2026-07-04,Gipuzkoa,dieselPlus,1.409,1.66,1.799,80
2026-07-04,Navarra,g95,1.305,1.53,1.699,216
2026-07-04,Navarra,diesel,1.295,1.52,1.766,240
2026-07-04,Navarra,dieselPlus,1.379,1.621,1.799,97
2026-07-04,Navarra,g98,1.499,1.736,1.994,63
2026-07-04,Bizkaia,g95,1.389,1.558,1.749,126
2026-07-04,Bizkaia,g98,1.569,1.748,1.849,68
2026-07-04,Bizkaia,diesel,1.399,1.566,1.699,128
2026-07-04,Bizkaia,dieselPlus,1.429,1.619,1.789,46
2026-07-05,Araba,g95,1.388,1.566,1.749,68
2026-07-05,Araba,diesel,1.39,1.565,1.759,72
2026-07-05,Araba,dieselPlus,1.459,1.656,1.799,36
2026-07-05,Araba,g98,1.569,1.731,1.939,38
2026-07-05,Gipuzkoa,g95,1.317,1.557,1.699,131
2026-07-05,Gipuzkoa,g98,1.569,1.757,1.849,77
2026-07-05,Gipuzkoa,diesel,1.389,1.566,1.729,145
2026-07-05,Gipuzkoa,dieselPlus,1.409,1.658,1.799,80
2026-07-05,Navarra,g95,1.305,1.531,1.699,214
2026-07-05,Navarra,diesel,1.295,1.52,1.766,238
2026-07-05,Navarra,dieselPlus,1.379,1.62,1.799,96
2026-07-05,Navarra,g98,1.499,1.735,1.994,63
2026-07-05,Bizkaia,g95,1.389,1.558,1.749,126
2026-07-05,Bizkaia,g98,1.569,1.748,1.849,68
2026-07-05,Bizkaia,diesel,1.399,1.565,1.699,128
2026-07-05,Bizkaia,dieselPlus,1.429,1.617,1.789,46
2026-07-06,Araba,g95,1.419,1.568,1.749,68
2026-07-06,Araba,diesel,1.39,1.566,1.759,71
2026-07-06,Araba,dieselPlus,1.459,1.661,1.799,35
2026-07-06,Araba,g98,1.569,1.732,1.889,38
2026-07-06,Gipuzkoa,g95,1.317,1.555,1.689,131
2026-07-06,Gipuzkoa,g98,1.499,1.752,1.849,77
2026-07-06,Gipuzkoa,diesel,1.349,1.563,1.689,145
2026-07-06,Gipuzkoa,dieselPlus,1.399,1.655,1.799,80
2026-07-06,Navarra,g95,1.295,1.527,1.699,214
2026-07-06,Navarra,diesel,1.279,1.511,1.766,238
2026-07-06,Navarra,dieselPlus,1.379,1.617,1.799,96
2026-07-06,Navarra,g98,1.499,1.737,1.994,63
2026-07-06,Bizkaia,g95,1.389,1.558,1.749,126
2026-07-06,Bizkaia,g98,1.569,1.747,1.849,68
2026-07-06,Bizkaia,diesel,1.349,1.562,1.699,128
2026-07-06,Bizkaia,dieselPlus,1.389,1.614,1.789,46
2026-07-07,Araba,g95,1.419,1.568,1.749,68
2026-07-07,Araba,diesel,1.39,1.565,1.759,72
2026-07-07,Araba,dieselPlus,1.459,1.655,1.799,36
2026-07-07,Araba,g98,1.549,1.731,1.889,38
2026-07-07,Gipuzkoa,g95,1.269,1.554,1.689,131
2026-07-07,Gipuzkoa,g98,1.499,1.75,1.849,77
2026-07-07,Gipuzkoa,diesel,1.299,1.56,1.689,145
2026-07-07,Gipuzkoa,dieselPlus,1.399,1.654,1.799,80
2026-07-07,Navarra,g95,1.295,1.526,1.699,215
2026-07-07,Navarra,diesel,1.279,1.508,1.766,239
2026-07-07,Navarra,dieselPlus,1.379,1.616,1.799,97
2026-07-07,Navarra,g98,1.499,1.736,1.994,63
2026-07-07,Bizkaia,g95,1.389,1.558,1.749,126
2026-07-07,Bizkaia,g98,1.569,1.745,1.849,68
2026-07-07,Bizkaia,diesel,1.349,1.559,1.699,127
2026-07-07,Bizkaia,dieselPlus,1.389,1.608,1.789,45
2026-07-08,Araba,g95,1.419,1.571,1.749,68
2026-07-08,Araba,diesel,1.39,1.565,1.759,72
2026-07-08,Araba,dieselPlus,1.459,1.653,1.799,36
2026-07-08,Araba,g98,1.549,1.733,1.889,38
2026-07-08,Gipuzkoa,g95,1.229,1.555,1.689,131
2026-07-08,Gipuzkoa,g98,1.499,1.752,1.849,77
2026-07-08,Gipuzkoa,diesel,1.259,1.556,1.689,145
2026-07-08,Gipuzkoa,dieselPlus,1.399,1.654,1.799,80
2026-07-08,Navarra,g95,1.295,1.528,1.699,215
2026-07-08,Navarra,diesel,1.279,1.506,1.766,239
2026-07-08,Navarra,dieselPlus,1.379,1.615,1.799,97
2026-07-08,Navarra,g98,1.499,1.742,1.994,63
2026-07-08,Bizkaia,g95,1.389,1.558,1.749,126
2026-07-08,Bizkaia,g98,1.569,1.743,1.845,68
2026-07-08,Bizkaia,diesel,1.329,1.559,1.699,127
2026-07-08,Bizkaia,dieselPlus,1.379,1.609,1.799,45
2026-07-09,Araba,g95,1.419,1.572,1.749,68
2026-07-09,Araba,diesel,1.389,1.565,1.759,72
2026-07-09,Araba,dieselPlus,1.444,1.656,1.799,36
2026-07-09,Araba,g98,1.549,1.739,1.889,38
2026-07-09,Gipuzkoa,g95,1.299,1.557,1.689,131
2026-07-09,Gipuzkoa,g98,1.499,1.751,1.849,77
2026-07-09,Gipuzkoa,diesel,1.299,1.557,1.689,145
2026-07-09,Gipuzkoa,dieselPlus,1.409,1.653,1.799,80
2026-07-09,Navarra,g95,1.295,1.532,1.699,215
2026-07-09,Navarra,diesel,1.279,1.513,1.699,239
2026-07-09,Navarra,dieselPlus,1.379,1.617,1.799,97
2026-07-09,Navarra,g98,1.499,1.744,1.994,63
2026-07-09,Bizkaia,g95,1.389,1.56,1.749,126
2026-07-09,Bizkaia,g98,1.569,1.746,1.845,68
2026-07-09,Bizkaia,diesel,1.329,1.56,1.699,128
2026-07-09,Bizkaia,dieselPlus,1.379,1.612,1.799,46
2026-07-10,Araba,g95,1.434,1.582,1.749,68
2026-07-10,Araba,diesel,1.389,1.581,1.759,72
2026-07-10,Araba,dieselPlus,1.444,1.67,1.8,36
2026-07-10,Araba,g98,1.549,1.754,1.889,38
2026-07-10,Gipuzkoa,g95,1.347,1.569,1.699,131
2026-07-10,Gipuzkoa,g98,1.499,1.769,1.859,77
2026-07-10,Gipuzkoa,diesel,1.369,1.578,1.689,145
2026-07-10,Gipuzkoa,dieselPlus,1.429,1.674,1.799,80
2026-07-10,Navarra,g95,1.295,1.537,1.699,215
2026-07-10,Navarra,diesel,1.279,1.522,1.699,239
2026-07-10,Navarra,dieselPlus,1.36,1.633,1.799,97
2026-07-10,Navarra,g98,1.499,1.759,1.994,63
2026-07-10,Bizkaia,g95,1.389,1.575,1.749,125
2026-07-10,Bizkaia,g98,1.579,1.768,1.859,68
2026-07-10,Bizkaia,diesel,1.329,1.587,1.699,126
2026-07-10,Bizkaia,dieselPlus,1.379,1.629,1.829,45
2026-07-11,Araba,g95,1.434,1.584,1.749,68
2026-07-11,Araba,diesel,1.389,1.584,1.759,72
2026-07-11,Araba,dieselPlus,1.444,1.673,1.8,36
2026-07-11,Araba,g98,1.549,1.751,1.889,38
2026-07-11,Gipuzkoa,g95,1.347,1.57,1.699,131
2026-07-11,Gipuzkoa,g98,1.499,1.77,1.859,77
2026-07-11,Gipuzkoa,diesel,1.369,1.582,1.69,145
2026-07-11,Gipuzkoa,dieselPlus,1.429,1.678,1.799,80
2026-07-11,Navarra,g95,1.295,1.538,1.719,215
2026-07-11,Navarra,diesel,1.279,1.524,1.699,239
2026-07-11,Navarra,dieselPlus,1.38,1.635,1.799,97
2026-07-11,Navarra,g98,1.499,1.757,1.994,63
2026-07-11,Bizkaia,g95,1.409,1.576,1.749,126
2026-07-11,Bizkaia,g98,1.579,1.764,1.859,68
2026-07-11,Bizkaia,diesel,1.339,1.586,1.699,128
2026-07-11,Bizkaia,dieselPlus,1.379,1.633,1.829,46
2026-07-12,Araba,g95,1.434,1.584,1.749,68
2026-07-12,Araba,diesel,1.389,1.583,1.759,72
2026-07-12,Araba,dieselPlus,1.444,1.672,1.8,36
2026-07-12,Araba,g98,1.549,1.751,1.889,38
2026-07-12,Gipuzkoa,g95,1.347,1.568,1.699,131
2026-07-12,Gipuzkoa,g98,1.499,1.767,1.859,77
2026-07-12,Gipuzkoa,diesel,1.369,1.579,1.689,145
2026-07-12,Gipuzkoa,dieselPlus,1.429,1.674,1.799,80
2026-07-12,Navarra,g95,1.295,1.54,1.719,220
2026-07-12,Navarra,diesel,1.279,1.526,1.699,244
2026-07-12,Navarra,dieselPlus,1.38,1.64,1.799,102
2026-07-12,Navarra,g98,1.499,1.756,1.994,63
2026-07-12,Bizkaia,g95,1.409,1.576,1.749,126
2026-07-12,Bizkaia,g98,1.579,1.764,1.859,68
2026-07-12,Bizkaia,diesel,1.339,1.586,1.699,128
2026-07-12,Bizkaia,dieselPlus,1.379,1.633,1.829,46
2026-07-13,Araba,g95,1.434,1.586,1.749,68
2026-07-13,Araba,diesel,1.389,1.585,1.719,72
2026-07-13,Araba,dieselPlus,1.459,1.676,1.819,36
2026-07-13,Araba,g98,1.549,1.753,1.909,38
2026-07-13,Gipuzkoa,g95,1.347,1.573,1.699,131
2026-07-13,Gipuzkoa,g98,1.549,1.767,1.849,77
2026-07-13,Gipuzkoa,diesel,1.369,1.584,1.689,145
2026-07-13,Gipuzkoa,dieselPlus,1.429,1.679,1.789,80
2026-07-13,Navarra,g95,1.319,1.544,1.719,220
2026-07-13,Navarra,diesel,1.307,1.531,1.699,244
2026-07-13,Navarra,dieselPlus,1.38,1.643,1.799,102
2026-07-13,Navarra,g98,1.499,1.757,1.994,63
2026-07-13,Bizkaia,g95,1.409,1.581,1.749,126
2026-07-13,Bizkaia,g98,1.579,1.766,1.859,68
2026-07-13,Bizkaia,diesel,1.339,1.591,1.705,128
2026-07-13,Bizkaia,dieselPlus,1.379,1.639,1.846,46
2026-07-14,Araba,g95,1.434,1.585,1.689,68
2026-07-14,Araba,diesel,1.399,1.588,1.719,72
2026-07-14,Araba,dieselPlus,1.459,1.674,1.819,36
2026-07-14,Araba,g98,1.549,1.754,1.909,38
2026-07-14,Gipuzkoa,g95,1.357,1.58,1.699,131
2026-07-14,Gipuzkoa,g98,1.549,1.77,1.859,77
2026-07-14,Gipuzkoa,diesel,1.409,1.593,1.689,145
2026-07-14,Gipuzkoa,dieselPlus,1.469,1.687,1.789,80
2026-07-14,Navarra,g95,1.329,1.547,1.719,220
2026-07-14,Navarra,diesel,1.34,1.538,1.699,244
2026-07-14,Navarra,dieselPlus,1.38,1.645,1.799,102
2026-07-14,Navarra,g98,1.519,1.758,1.994,63
2026-07-14,Bizkaia,g95,1.404,1.583,1.699,126
2026-07-14,Bizkaia,g98,1.579,1.77,1.869,68
2026-07-14,Bizkaia,diesel,1.339,1.593,1.705,128
2026-07-14,Bizkaia,dieselPlus,1.379,1.641,1.846,46
2026-07-15,Araba,g95,1.434,1.598,1.719,68
2026-07-15,Araba,diesel,1.399,1.613,1.769,72
2026-07-15,Araba,dieselPlus,1.484,1.703,1.859,36
2026-07-15,Araba,g98,1.569,1.767,1.909,38
2026-07-15,Gipuzkoa,g95,1.377,1.593,1.699,131
2026-07-15,Gipuzkoa,g98,1.549,1.779,1.869,77
2026-07-15,Gipuzkoa,diesel,1.419,1.621,1.729,145
2026-07-15,Gipuzkoa,dieselPlus,1.494,1.712,1.839,80
2026-07-15,Navarra,g95,1.329,1.557,1.719,220
2026-07-15,Navarra,diesel,1.34,1.558,1.769,244
2026-07-15,Navarra,dieselPlus,1.38,1.669,1.859,102
2026-07-15,Navarra,g98,1.519,1.769,1.994,63
2026-07-15,Bizkaia,g95,1.409,1.594,1.704,126
2026-07-15,Bizkaia,g98,1.579,1.781,1.869,68
2026-07-15,Bizkaia,diesel,1.399,1.617,1.744,126
2026-07-15,Bizkaia,dieselPlus,1.439,1.658,1.849,44
2026-07-16,Araba,g95,1.434,1.611,1.719,68
2026-07-16,Araba,diesel,1.42,1.638,1.799,72
2026-07-16,Araba,dieselPlus,1.484,1.727,1.909,36
2026-07-16,Araba,g98,1.599,1.781,1.909,38
2026-07-16,Gipuzkoa,g95,1.387,1.609,1.699,131
2026-07-16,Gipuzkoa,g98,1.579,1.797,1.869,77
2026-07-16,Gipuzkoa,diesel,1.439,1.643,1.749,144
2026-07-16,Gipuzkoa,dieselPlus,1.533,1.733,1.859,80
2026-07-16,Navarra,g95,1.329,1.566,1.719,215
2026-07-16,Navarra,diesel,1.34,1.575,1.789,239
2026-07-16,Navarra,dieselPlus,1.38,1.692,1.879,101
2026-07-16,Navarra,g98,1.519,1.784,1.994,62
2026-07-16,Bizkaia,g95,1.429,1.612,1.725,126
2026-07-16,Bizkaia,g98,1.599,1.797,1.899,68
2026-07-16,Bizkaia,diesel,1.399,1.642,1.759,126
2026-07-16,Bizkaia,dieselPlus,1.439,1.683,1.899,44
2026-07-17,Araba,g95,1.434,1.621,1.749,68
2026-07-17,Araba,diesel,1.42,1.662,1.809,72
2026-07-17,Araba,dieselPlus,1.519,1.752,1.909,36
2026-07-17,Araba,g98,1.599,1.795,1.909,38
2026-07-17,Gipuzkoa,g95,1.397,1.621,1.719,131
2026-07-17,Gipuzkoa,g98,1.579,1.812,1.889,77
2026-07-17,Gipuzkoa,diesel,1.464,1.665,1.775,144
2026-07-17,Gipuzkoa,dieselPlus,1.543,1.759,1.889,80
2026-07-17,Navarra,g95,1.357,1.571,1.719,214
2026-07-17,Navarra,diesel,1.34,1.595,1.789,238
2026-07-17,Navarra,dieselPlus,1.409,1.715,1.879,100
2026-07-17,Navarra,g98,1.519,1.792,1.994,62
2026-07-17,Bizkaia,g95,1.409,1.624,1.739,126
2026-07-17,Bizkaia,g98,1.609,1.813,1.899,68
2026-07-17,Bizkaia,diesel,1.399,1.666,1.789,128
2026-07-17,Bizkaia,dieselPlus,1.439,1.703,1.899,46
